               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.029788,            0.014279,           0.0018404,             0.93624,             0.95326,             0.96868,             0.67457,            0.028089,           0.0059106,           0.0012042,           0.0072676,           0.0072676,           0.0072676
                 140,            0.029105,            0.014575,           0.0014739,             0.96208,              0.9578,             0.96976,             0.68155,             0.03027,           0.0059918,           0.0012129,           0.0072478,           0.0072478,           0.0072478
                 141,            0.031915,            0.012757,           0.0014661,             0.95769,             0.95098,             0.96931,             0.68369,            0.034439,           0.0059183,           0.0012196,            0.007228,            0.007228,            0.007228
                 142,            0.032925,            0.013689,           0.0018679,             0.93723,             0.95305,             0.97254,             0.64956,             0.03674,           0.0058288,           0.0012336,           0.0072082,           0.0072082,           0.0072082
                 143,            0.030699,            0.014328,           0.0018093,             0.98542,              0.9245,             0.97526,             0.64349,            0.037273,            0.005721,           0.0013038,           0.0071884,           0.0071884,           0.0071884
                 144,             0.03198,            0.012351,           0.0017372,             0.95237,              0.9245,             0.96328,             0.65632,            0.030381,           0.0055969,           0.0013607,           0.0071686,           0.0071686,           0.0071686
                 145,            0.027513,            0.013263,           0.0015027,             0.97467,             0.90531,             0.95773,             0.62574,            0.030679,           0.0057313,           0.0015177,           0.0071488,           0.0071488,           0.0071488
                 146,            0.030254,            0.014134,           0.0018531,             0.94002,             0.94373,              0.9555,             0.66126,            0.029513,           0.0056144,           0.0016258,            0.007129,            0.007129,            0.007129
                 147,            0.030027,            0.013653,           0.0020459,             0.94771,             0.95518,             0.97182,             0.65768,            0.027763,           0.0057232,           0.0015597,           0.0071092,           0.0071092,           0.0071092
                 148,            0.030008,            0.014569,           0.0023075,             0.94466,             0.95479,             0.96629,             0.64607,            0.028428,           0.0058083,           0.0015313,           0.0070894,           0.0070894,           0.0070894
                 149,             0.03039,              0.0126,            0.001697,             0.94995,              0.9245,             0.96573,             0.60509,            0.032405,             0.00548,           0.0015041,           0.0070696,           0.0070696,           0.0070696
                 150,            0.028592,            0.011521,           0.0017779,             0.95056,              0.9245,             0.96754,             0.67079,            0.030858,           0.0055441,           0.0015181,           0.0070498,           0.0070498,           0.0070498
                 151,            0.028823,             0.01422,           0.0014563,             0.95785,              0.9245,             0.97061,             0.66452,            0.028931,            0.005549,           0.0014652,             0.00703,             0.00703,             0.00703
                 152,            0.031945,            0.012944,           0.0016916,              0.9581,             0.92157,             0.97009,             0.64743,             0.02934,           0.0055982,           0.0013663,           0.0070102,           0.0070102,           0.0070102
                 153,            0.030708,            0.013609,            0.001346,             0.95847,              0.9245,             0.97003,             0.65729,            0.030508,           0.0057841,           0.0013212,           0.0069904,           0.0069904,           0.0069904
                 154,            0.028752,            0.012712,           0.0024409,             0.96081,             0.93121,             0.96911,             0.70297,            0.026881,           0.0056967,           0.0012801,           0.0069706,           0.0069706,           0.0069706
