               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11825,            0.034759,            0.030993,           0.0019637,             0.05698,           0.0013782,          0.00021392,             0.10801,            0.025924,            0.034511,              0.0946,              0.0006,              0.0006
